Ground Truth: Walk

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.65483826), 'Fall forward': np.float32(0.6557414), 'Fall left': np.float32(0.65474296), 'Fall right': np.float32(0.65306383), 'Fall sitting': np.float32(0.6424966), 'Hop': np.float32(0.6610074), 'Kneel': np.float32(0.65257436), 'Pick up object': np.float32(0.65710765), 'Sit down': np.float32(0.6502467), 'Walk': np.float32(0.6613155)}
t=20 | pred=Hop | scores={'Fall backwards': np.float32(0.65578663), 'Fall forward': np.float32(0.65640676), 'Fall left': np.float32(0.6562628), 'Fall right': np.float32(0.6541766), 'Fall sitting': np.float32(0.64359564), 'Hop': np.float32(0.6627744), 'Kneel': np.float32(0.6539997), 'Pick up object': np.float32(0.65867347), 'Sit down': np.float32(0.6522949), 'Walk': np.float32(0.662681)}
t=25 | pred=Hop | scores={'Fall backwards': np.float32(0.6565756), 'Fall forward': np.float32(0.65742624), 'Fall left': np.float32(0.6574066), 'Fall right': np.float32(0.65497595), 'Fall sitting': np.float32(0.64473146), 'Hop': np.float32(0.66420346), 'Kneel': np.float32(0.6552488), 'Pick up object': np.float32(0.65976954), 'Sit down': np.float32(0.6532682), 'Walk': np.float32(0.6639403)}
t=30 | pred=Hop | scores={'Fall backwards': np.float32(0.65883636), 'Fall forward': np.float32(0.6599453), 'Fall left': np.float32(0.659669), 'Fall right': np.float32(0.6571705), 'Fall sitting': np.float32(0.64673233), 'Hop': np.float32(0.6661343), 'Kneel': np.float32(0.65779036), 'Pick up object': np.float32(0.66130066), 'Sit down': np.float32(0.6548513), 'Walk': np.float32(0.66582423)}
t=35 | pred=Hop | scores={'Fall backwards': np.float32(0.65934944), 'Fall forward': np.float32(0.66078), 'Fall left': np.float32(0.66017705), 'Fall right': np.float32(0.6577093), 'Fall sitting': np.float32(0.64746344), 'Hop': np.float32(0.6663501), 'Kneel': np.float32(0.65854573), 'Pick up object': np.float32(0.66170835), 'Sit down': np.float32(0.6549815), 'Walk': np.float32(0.6662251)}
t=40 | pred=Walk | scores={'Fall backwards': np.float32(0.66001976), 'Fall forward': np.float32(0.66145366), 'Fall left': np.float32(0.66090363), 'Fall right': np.float32(0.6583214), 'Fall sitting': np.float32(0.6481068), 'Hop': np.float32(0.66681707), 'Kneel': np.float32(0.6592345), 'Pick up object': np.float32(0.6626244), 'Sit down': np.float32(0.6555667), 'Walk': np.float32(0.6668306)}
t=45 | pred=Hop | scores={'Fall backwards': np.float32(0.66006213), 'Fall forward': np.float32(0.6612894), 'Fall left': np.float32(0.6610387), 'Fall right': np.float32(0.658284), 'Fall sitting': np.float32(0.6485281), 'Hop': np.float32(0.66679406), 'Kneel': np.float32(0.65906084), 'Pick up object': np.float32(0.6630759), 'Sit down': np.float32(0.65544355), 'Walk': np.float32(0.6667693)}
t=50 | pred=Walk | scores={'Fall backwards': np.float32(0.6599435), 'Fall forward': np.float32(0.66082567), 'Fall left': np.float32(0.6609503), 'Fall right': np.float32(0.65812147), 'Fall sitting': np.float32(0.648607), 'Hop': np.float32(0.6663381), 'Kneel': np.float32(0.65870476), 'Pick up object': np.float32(0.66316426), 'Sit down': np.float32(0.65523624), 'Walk': np.float32(0.66635793)}
t=55 | pred=Walk | scores={'Fall backwards': np.float32(0.6612615), 'Fall forward': np.float32(0.6617589), 'Fall left': np.float32(0.6623793), 'Fall right': np.float32(0.65943545), 'Fall sitting': np.float32(0.64955705), 'Hop': np.float32(0.66721606), 'Kneel': np.float32(0.6599013), 'Pick up object': np.float32(0.6643581), 'Sit down': np.float32(0.65647966), 'Walk': np.float32(0.6673555)}
t=60 | pred=Walk | scores={'Fall backwards': np.float32(0.6630632), 'Fall forward': np.float32(0.66330683), 'Fall left': np.float32(0.66417205), 'Fall right': np.float32(0.6611727), 'Fall sitting': np.float32(0.65077037), 'Hop': np.float32(0.668427), 'Kneel': np.float32(0.6614109), 'Pick up object': np.float32(0.66562235), 'Sit down': np.float32(0.6581866), 'Walk': np.float32(0.6685519)}
t=65 | pred=Walk | scores={'Fall backwards': np.float32(0.6637166), 'Fall forward': np.float32(0.6636363), 'Fall left': np.float32(0.66474324), 'Fall right': np.float32(0.6617923), 'Fall sitting': np.float32(0.6509749), 'Hop': np.float32(0.66863763), 'Kneel': np.float32(0.661823), 'Pick up object': np.float32(0.66586834), 'Sit down': np.float32(0.65894145), 'Walk': np.float32(0.66870415)}
