Ground Truth: Kneel

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.59394735), 'Fall forward': np.float32(0.5977098), 'Fall left': np.float32(0.59443927), 'Fall right': np.float32(0.60279447), 'Fall sitting': np.float32(0.58754855), 'Hop': np.float32(0.61715454), 'Kneel': np.float32(0.6005541), 'Pick up object': np.float32(0.6043331), 'Sit down': np.float32(0.5958104), 'Walk': np.float32(0.6112523)}
t=20 | pred=Hop | scores={'Fall backwards': np.float32(0.5917455), 'Fall forward': np.float32(0.59410834), 'Fall left': np.float32(0.59219986), 'Fall right': np.float32(0.6006079), 'Fall sitting': np.float32(0.58685595), 'Hop': np.float32(0.6140597), 'Kneel': np.float32(0.59783787), 'Pick up object': np.float32(0.60237527), 'Sit down': np.float32(0.59455866), 'Walk': np.float32(0.60839695)}
t=25 | pred=Hop | scores={'Fall backwards': np.float32(0.59253997), 'Fall forward': np.float32(0.5944644), 'Fall left': np.float32(0.59361124), 'Fall right': np.float32(0.6012867), 'Fall sitting': np.float32(0.5883965), 'Hop': np.float32(0.6149231), 'Kneel': np.float32(0.5986934), 'Pick up object': np.float32(0.6040346), 'Sit down': np.float32(0.596982), 'Walk': np.float32(0.60887176)}
t=30 | pred=Hop | scores={'Fall backwards': np.float32(0.59263355), 'Fall forward': np.float32(0.59432924), 'Fall left': np.float32(0.5943089), 'Fall right': np.float32(0.6011762), 'Fall sitting': np.float32(0.58905804), 'Hop': np.float32(0.6151408), 'Kneel': np.float32(0.5988201), 'Pick up object': np.float32(0.6044961), 'Sit down': np.float32(0.5984963), 'Walk': np.float32(0.6084574)}
t=35 | pred=Hop | scores={'Fall backwards': np.float32(0.59231675), 'Fall forward': np.float32(0.593682), 'Fall left': np.float32(0.59433943), 'Fall right': np.float32(0.6007644), 'Fall sitting': np.float32(0.5888469), 'Hop': np.float32(0.6147435), 'Kneel': np.float32(0.59862787), 'Pick up object': np.float32(0.6042214), 'Sit down': np.float32(0.5990519), 'Walk': np.float32(0.6072629)}
t=40 | pred=Hop | scores={'Fall backwards': np.float32(0.59213865), 'Fall forward': np.float32(0.5929542), 'Fall left': np.float32(0.5941867), 'Fall right': np.float32(0.6004623), 'Fall sitting': np.float32(0.5886215), 'Hop': np.float32(0.6145227), 'Kneel': np.float32(0.59862363), 'Pick up object': np.float32(0.6043592), 'Sit down': np.float32(0.5998182), 'Walk': np.float32(0.60642457)}
t=45 | pred=Hop | scores={'Fall backwards': np.float32(0.59303737), 'Fall forward': np.float32(0.5937022), 'Fall left': np.float32(0.595033), 'Fall right': np.float32(0.6013147), 'Fall sitting': np.float32(0.5889319), 'Hop': np.float32(0.61560595), 'Kneel': np.float32(0.5999388), 'Pick up object': np.float32(0.6054626), 'Sit down': np.float32(0.601096), 'Walk': np.float32(0.6075105)}
t=50 | pred=Hop | scores={'Fall backwards': np.float32(0.5935731), 'Fall forward': np.float32(0.59412175), 'Fall left': np.float32(0.5953599), 'Fall right': np.float32(0.6017842), 'Fall sitting': np.float32(0.58871967), 'Hop': np.float32(0.6162172), 'Kneel': np.float32(0.6009307), 'Pick up object': np.float32(0.60610586), 'Sit down': np.float32(0.6017497), 'Walk': np.float32(0.6081858)}
t=55 | pred=Hop | scores={'Fall backwards': np.float32(0.59383494), 'Fall forward': np.float32(0.5944381), 'Fall left': np.float32(0.5954336), 'Fall right': np.float32(0.60192364), 'Fall sitting': np.float32(0.5883716), 'Hop': np.float32(0.6166228), 'Kneel': np.float32(0.6016939), 'Pick up object': np.float32(0.6065066), 'Sit down': np.float32(0.60199183), 'Walk': np.float32(0.6087162)}
t=60 | pred=Hop | scores={'Fall backwards': np.float32(0.5937067), 'Fall forward': np.float32(0.5947149), 'Fall left': np.float32(0.5952087), 'Fall right': np.float32(0.6017823), 'Fall sitting': np.float32(0.5879353), 'Hop': np.float32(0.6167773), 'Kneel': np.float32(0.6022067), 'Pick up object': np.float32(0.6066081), 'Sit down': np.float32(0.6019142), 'Walk': np.float32(0.6090248)}
t=65 | pred=Hop | scores={'Fall backwards': np.float32(0.59355265), 'Fall forward': np.float32(0.59449214), 'Fall left': np.float32(0.5950596), 'Fall right': np.float32(0.60160625), 'Fall sitting': np.float32(0.58777326), 'Hop': np.float32(0.6167682), 'Kneel': np.float32(0.6024563), 'Pick up object': np.float32(0.60673624), 'Sit down': np.float32(0.6019294), 'Walk': np.float32(0.6089471)}
t=70 | pred=Hop | scores={'Fall backwards': np.float32(0.5940936), 'Fall forward': np.float32(0.59499866), 'Fall left': np.float32(0.59554774), 'Fall right': np.float32(0.60219324), 'Fall sitting': np.float32(0.58801985), 'Hop': np.float32(0.6170079), 'Kneel': np.float32(0.6033062), 'Pick up object': np.float32(0.60717475), 'Sit down': np.float32(0.6024367), 'Walk': np.float32(0.6093663)}
t=75 | pred=Hop | scores={'Fall backwards': np.float32(0.5951311), 'Fall forward': np.float32(0.59593993), 'Fall left': np.float32(0.596595), 'Fall right': np.float32(0.603314), 'Fall sitting': np.float32(0.58882385), 'Hop': np.float32(0.6176437), 'Kneel': np.float32(0.6045435), 'Pick up object': np.float32(0.6080914), 'Sit down': np.float32(0.60366476), 'Walk': np.float32(0.61020386)}
t=80 | pred=Hop | scores={'Fall backwards': np.float32(0.59588194), 'Fall forward': np.float32(0.59667367), 'Fall left': np.float32(0.597384), 'Fall right': np.float32(0.60418177), 'Fall sitting': np.float32(0.5894943), 'Hop': np.float32(0.61790967), 'Kneel': np.float32(0.60562664), 'Pick up object': np.float32(0.6087577), 'Sit down': np.float32(0.60461044), 'Walk': np.float32(0.61084145)}
t=85 | pred=Hop | scores={'Fall backwards': np.float32(0.5965545), 'Fall forward': np.float32(0.5973232), 'Fall left': np.float32(0.5981092), 'Fall right': np.float32(0.60486025), 'Fall sitting': np.float32(0.59004337), 'Hop': np.float32(0.6183023), 'Kneel': np.float32(0.6065732), 'Pick up object': np.float32(0.6093963), 'Sit down': np.float32(0.6053249), 'Walk': np.float32(0.61139137)}
t=90 | pred=Hop | scores={'Fall backwards': np.float32(0.597024), 'Fall forward': np.float32(0.59766364), 'Fall left': np.float32(0.59864295), 'Fall right': np.float32(0.60532534), 'Fall sitting': np.float32(0.5903097), 'Hop': np.float32(0.61856616), 'Kneel': np.float32(0.6073479), 'Pick up object': np.float32(0.6098874), 'Sit down': np.float32(0.6058396), 'Walk': np.float32(0.61168396)}
t=95 | pred=Hop | scores={'Fall backwards': np.float32(0.59733975), 'Fall forward': np.float32(0.5979675), 'Fall left': np.float32(0.5990633), 'Fall right': np.float32(0.6056916), 'Fall sitting': np.float32(0.59048235), 'Hop': np.float32(0.6187293), 'Kneel': np.float32(0.60793537), 'Pick up object': np.float32(0.61027753), 'Sit down': np.float32(0.60629517), 'Walk': np.float32(0.6119273)}
t=100 | pred=Hop | scores={'Fall backwards': np.float32(0.5974326), 'Fall forward': np.float32(0.5979716), 'Fall left': np.float32(0.5992391), 'Fall right': np.float32(0.6058074), 'Fall sitting': np.float32(0.5903419), 'Hop': np.float32(0.61881113), 'Kneel': np.float32(0.60834277), 'Pick up object': np.float32(0.6104539), 'Sit down': np.float32(0.60641927), 'Walk': np.float32(0.6120365)}
t=105 | pred=Hop | scores={'Fall backwards': np.float32(0.597009), 'Fall forward': np.float32(0.59751415), 'Fall left': np.float32(0.5988424), 'Fall right': np.float32(0.6054058), 'Fall sitting': np.float32(0.5897676), 'Hop': np.float32(0.6184713), 'Kneel': np.float32(0.6081041), 'Pick up object': np.float32(0.6101245), 'Sit down': np.float32(0.60599816), 'Walk': np.float32(0.6116803)}
t=110 | pred=Hop | scores={'Fall backwards': np.float32(0.5968021), 'Fall forward': np.float32(0.59731084), 'Fall left': np.float32(0.5986668), 'Fall right': np.float32(0.605259), 'Fall sitting': np.float32(0.58936787), 'Hop': np.float32(0.6183339), 'Kneel': np.float32(0.6081077), 'Pick up object': np.float32(0.6099523), 'Sit down': np.float32(0.6057405), 'Walk': np.float32(0.61156684)}
t=115 | pred=Hop | scores={'Fall backwards': np.float32(0.5965282), 'Fall forward': np.float32(0.5970254), 'Fall left': np.float32(0.5984397), 'Fall right': np.float32(0.60503185), 'Fall sitting': np.float32(0.58895904), 'Hop': np.float32(0.61815214), 'Kneel': np.float32(0.6080238), 'Pick up object': np.float32(0.6097305), 'Sit down': np.float32(0.6054066), 'Walk': np.float32(0.6113669)}
t=120 | pred=Hop | scores={'Fall backwards': np.float32(0.5960594), 'Fall forward': np.float32(0.5965147), 'Fall left': np.float32(0.59801453), 'Fall right': np.float32(0.6045875), 'Fall sitting': np.float32(0.58829325), 'Hop': np.float32(0.6177565), 'Kneel': np.float32(0.60776746), 'Pick up object': np.float32(0.6092234), 'Sit down': np.float32(0.60485303), 'Walk': np.float32(0.6109815)}
t=125 | pred=Hop | scores={'Fall backwards': np.float32(0.5957983), 'Fall forward': np.float32(0.5962716), 'Fall left': np.float32(0.5977907), 'Fall right': np.float32(0.6043566), 'Fall sitting': np.float32(0.5879831), 'Hop': np.float32(0.61744213), 'Kneel': np.float32(0.6076255), 'Pick up object': np.float32(0.6089093), 'Sit down': np.float32(0.60463643), 'Walk': np.float32(0.6107388)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.59554756), 'Fall forward': np.float32(0.59608036), 'Fall left': np.float32(0.59755206), 'Fall right': np.float32(0.6041223), 'Fall sitting': np.float32(0.5876968), 'Hop': np.float32(0.61708415), 'Kneel': np.float32(0.607495), 'Pick up object': np.float32(0.6085905), 'Sit down': np.float32(0.6044584), 'Walk': np.float32(0.6105388)}
t=135 | pred=Hop | scores={'Fall backwards': np.float32(0.59544796), 'Fall forward': np.float32(0.5959926), 'Fall left': np.float32(0.5974648), 'Fall right': np.float32(0.60403705), 'Fall sitting': np.float32(0.5876265), 'Hop': np.float32(0.616924), 'Kneel': np.float32(0.6075211), 'Pick up object': np.float32(0.6084733), 'Sit down': np.float32(0.60442746), 'Walk': np.float32(0.61051804)}
t=140 | pred=Hop | scores={'Fall backwards': np.float32(0.5954), 'Fall forward': np.float32(0.59592485), 'Fall left': np.float32(0.5974357), 'Fall right': np.float32(0.6039221), 'Fall sitting': np.float32(0.58754796), 'Hop': np.float32(0.61682576), 'Kneel': np.float32(0.6076748), 'Pick up object': np.float32(0.60840195), 'Sit down': np.float32(0.60441357), 'Walk': np.float32(0.61056644)}
t=145 | pred=Hop | scores={'Fall backwards': np.float32(0.59555393), 'Fall forward': np.float32(0.596113), 'Fall left': np.float32(0.5976093), 'Fall right': np.float32(0.6040406), 'Fall sitting': np.float32(0.58770025), 'Hop': np.float32(0.6169423), 'Kneel': np.float32(0.6079556), 'Pick up object': np.float32(0.6085377), 'Sit down': np.float32(0.60454005), 'Walk': np.float32(0.6108149)}
t=150 | pred=Hop | scores={'Fall backwards': np.float32(0.59612954), 'Fall forward': np.float32(0.5966656), 'Fall left': np.float32(0.5981895), 'Fall right': np.float32(0.6045595), 'Fall sitting': np.float32(0.5884448), 'Hop': np.float32(0.61734164), 'Kneel': np.float32(0.6085805), 'Pick up object': np.float32(0.6090629), 'Sit down': np.float32(0.6051456), 'Walk': np.float32(0.61134773)}
t=155 | pred=Hop | scores={'Fall backwards': np.float32(0.59694195), 'Fall forward': np.float32(0.5974017), 'Fall left': np.float32(0.59897304), 'Fall right': np.float32(0.60531056), 'Fall sitting': np.float32(0.58929396), 'Hop': np.float32(0.6178702), 'Kneel': np.float32(0.6093645), 'Pick up object': np.float32(0.60968035), 'Sit down': np.float32(0.6058998), 'Walk': np.float32(0.61199194)}
t=160 | pred=Hop | scores={'Fall backwards': np.float32(0.59787655), 'Fall forward': np.float32(0.59826833), 'Fall left': np.float32(0.5998506), 'Fall right': np.float32(0.6061905), 'Fall sitting': np.float32(0.59034634), 'Hop': np.float32(0.6183873), 'Kneel': np.float32(0.61026937), 'Pick up object': np.float32(0.61031026), 'Sit down': np.float32(0.6066722), 'Walk': np.float32(0.61265564)}
