Ground Truth: Hop

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.6465593), 'Fall forward': np.float32(0.6471745), 'Fall left': np.float32(0.65063673), 'Fall right': np.float32(0.64713526), 'Fall sitting': np.float32(0.6393502), 'Hop': np.float32(0.6594369), 'Kneel': np.float32(0.6513787), 'Pick up object': np.float32(0.6505022), 'Sit down': np.float32(0.64556986), 'Walk': np.float32(0.6582401)}
t=20 | pred=Hop | scores={'Fall backwards': np.float32(0.64585596), 'Fall forward': np.float32(0.6465126), 'Fall left': np.float32(0.6499579), 'Fall right': np.float32(0.6465319), 'Fall sitting': np.float32(0.6388559), 'Hop': np.float32(0.65903), 'Kneel': np.float32(0.65112585), 'Pick up object': np.float32(0.6499589), 'Sit down': np.float32(0.6449645), 'Walk': np.float32(0.6574643)}
t=25 | pred=Hop | scores={'Fall backwards': np.float32(0.64613384), 'Fall forward': np.float32(0.6469351), 'Fall left': np.float32(0.65034884), 'Fall right': np.float32(0.64701754), 'Fall sitting': np.float32(0.639655), 'Hop': np.float32(0.6597579), 'Kneel': np.float32(0.6516865), 'Pick up object': np.float32(0.650473), 'Sit down': np.float32(0.6454928), 'Walk': np.float32(0.65803254)}
t=30 | pred=Hop | scores={'Fall backwards': np.float32(0.64623606), 'Fall forward': np.float32(0.6471592), 'Fall left': np.float32(0.6503881), 'Fall right': np.float32(0.6471549), 'Fall sitting': np.float32(0.6402199), 'Hop': np.float32(0.65995544), 'Kneel': np.float32(0.6520172), 'Pick up object': np.float32(0.6505402), 'Sit down': np.float32(0.6454884), 'Walk': np.float32(0.6581707)}
t=35 | pred=Hop | scores={'Fall backwards': np.float32(0.6462952), 'Fall forward': np.float32(0.6474508), 'Fall left': np.float32(0.6505655), 'Fall right': np.float32(0.6473576), 'Fall sitting': np.float32(0.6405466), 'Hop': np.float32(0.66031694), 'Kneel': np.float32(0.65230477), 'Pick up object': np.float32(0.65069926), 'Sit down': np.float32(0.6456945), 'Walk': np.float32(0.6585586)}
t=40 | pred=Hop | scores={'Fall backwards': np.float32(0.64608973), 'Fall forward': np.float32(0.64749557), 'Fall left': np.float32(0.650451), 'Fall right': np.float32(0.6471437), 'Fall sitting': np.float32(0.6406051), 'Hop': np.float32(0.6606064), 'Kneel': np.float32(0.6522364), 'Pick up object': np.float32(0.650725), 'Sit down': np.float32(0.6456941), 'Walk': np.float32(0.65886813)}
t=45 | pred=Hop | scores={'Fall backwards': np.float32(0.64675975), 'Fall forward': np.float32(0.64805335), 'Fall left': np.float32(0.65097076), 'Fall right': np.float32(0.64768463), 'Fall sitting': np.float32(0.64097816), 'Hop': np.float32(0.66108876), 'Kneel': np.float32(0.6527304), 'Pick up object': np.float32(0.6510762), 'Sit down': np.float32(0.6462494), 'Walk': np.float32(0.6593057)}
t=50 | pred=Hop | scores={'Fall backwards': np.float32(0.64719987), 'Fall forward': np.float32(0.6484569), 'Fall left': np.float32(0.65125495), 'Fall right': np.float32(0.6480241), 'Fall sitting': np.float32(0.64115447), 'Hop': np.float32(0.6613805), 'Kneel': np.float32(0.6530024), 'Pick up object': np.float32(0.6513476), 'Sit down': np.float32(0.6466701), 'Walk': np.float32(0.6597244)}
t=55 | pred=Hop | scores={'Fall backwards': np.float32(0.6473763), 'Fall forward': np.float32(0.6485194), 'Fall left': np.float32(0.6513323), 'Fall right': np.float32(0.64800173), 'Fall sitting': np.float32(0.64121866), 'Hop': np.float32(0.6613464), 'Kneel': np.float32(0.6530454), 'Pick up object': np.float32(0.65149295), 'Sit down': np.float32(0.6468364), 'Walk': np.float32(0.6597539)}
t=60 | pred=Hop | scores={'Fall backwards': np.float32(0.6482901), 'Fall forward': np.float32(0.64889425), 'Fall left': np.float32(0.6519669), 'Fall right': np.float32(0.6486939), 'Fall sitting': np.float32(0.6416171), 'Hop': np.float32(0.6621203), 'Kneel': np.float32(0.6536287), 'Pick up object': np.float32(0.65211046), 'Sit down': np.float32(0.6477805), 'Walk': np.float32(0.66036725)}
t=65 | pred=Hop | scores={'Fall backwards': np.float32(0.6483546), 'Fall forward': np.float32(0.648698), 'Fall left': np.float32(0.65191334), 'Fall right': np.float32(0.6485917), 'Fall sitting': np.float32(0.64144385), 'Hop': np.float32(0.662404), 'Kneel': np.float32(0.65360326), 'Pick up object': np.float32(0.6522383), 'Sit down': np.float32(0.64811486), 'Walk': np.float32(0.66050965)}
