Ground Truth: Hop

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.66174114), 'Fall forward': np.float32(0.6583982), 'Fall left': np.float32(0.66165704), 'Fall right': np.float32(0.6593178), 'Fall sitting': np.float32(0.6515885), 'Hop': np.float32(0.6702057), 'Kneel': np.float32(0.6635199), 'Pick up object': np.float32(0.6699906), 'Sit down': np.float32(0.6628564), 'Walk': np.float32(0.67142516)}
t=20 | pred=Walk | scores={'Fall backwards': np.float32(0.6636512), 'Fall forward': np.float32(0.6601905), 'Fall left': np.float32(0.6635134), 'Fall right': np.float32(0.660699), 'Fall sitting': np.float32(0.6530571), 'Hop': np.float32(0.6725559), 'Kneel': np.float32(0.6653909), 'Pick up object': np.float32(0.6718291), 'Sit down': np.float32(0.6631992), 'Walk': np.float32(0.6733303)}
t=25 | pred=Hop | scores={'Fall backwards': np.float32(0.6628988), 'Fall forward': np.float32(0.6600309), 'Fall left': np.float32(0.66315883), 'Fall right': np.float32(0.659865), 'Fall sitting': np.float32(0.6529745), 'Hop': np.float32(0.6733315), 'Kneel': np.float32(0.6649663), 'Pick up object': np.float32(0.67211616), 'Sit down': np.float32(0.6626596), 'Walk': np.float32(0.6731253)}
t=30 | pred=Hop | scores={'Fall backwards': np.float32(0.6620615), 'Fall forward': np.float32(0.659563), 'Fall left': np.float32(0.66256195), 'Fall right': np.float32(0.65911335), 'Fall sitting': np.float32(0.65241134), 'Hop': np.float32(0.67381096), 'Kneel': np.float32(0.6642389), 'Pick up object': np.float32(0.67142504), 'Sit down': np.float32(0.6620788), 'Walk': np.float32(0.6731175)}
t=35 | pred=Hop | scores={'Fall backwards': np.float32(0.6616998), 'Fall forward': np.float32(0.6591369), 'Fall left': np.float32(0.6622936), 'Fall right': np.float32(0.65890986), 'Fall sitting': np.float32(0.6523735), 'Hop': np.float32(0.6742231), 'Kneel': np.float32(0.66380227), 'Pick up object': np.float32(0.6708903), 'Sit down': np.float32(0.6616614), 'Walk': np.float32(0.6731857)}
t=40 | pred=Hop | scores={'Fall backwards': np.float32(0.6612796), 'Fall forward': np.float32(0.6586462), 'Fall left': np.float32(0.6619019), 'Fall right': np.float32(0.658505), 'Fall sitting': np.float32(0.6527663), 'Hop': np.float32(0.6737912), 'Kneel': np.float32(0.6630564), 'Pick up object': np.float32(0.67008215), 'Sit down': np.float32(0.6612147), 'Walk': np.float32(0.6724743)}
t=45 | pred=Hop | scores={'Fall backwards': np.float32(0.6610357), 'Fall forward': np.float32(0.6584491), 'Fall left': np.float32(0.66178215), 'Fall right': np.float32(0.6585283), 'Fall sitting': np.float32(0.65337723), 'Hop': np.float32(0.67423713), 'Kneel': np.float32(0.66297585), 'Pick up object': np.float32(0.6701554), 'Sit down': np.float32(0.66129506), 'Walk': np.float32(0.6729619)}
t=50 | pred=Hop | scores={'Fall backwards': np.float32(0.659942), 'Fall forward': np.float32(0.65750515), 'Fall left': np.float32(0.6610364), 'Fall right': np.float32(0.6576108), 'Fall sitting': np.float32(0.6534978), 'Hop': np.float32(0.67370164), 'Kneel': np.float32(0.66226757), 'Pick up object': np.float32(0.6695706), 'Sit down': np.float32(0.6606669), 'Walk': np.float32(0.6725755)}
t=55 | pred=Hop | scores={'Fall backwards': np.float32(0.659877), 'Fall forward': np.float32(0.65782845), 'Fall left': np.float32(0.66122305), 'Fall right': np.float32(0.65771246), 'Fall sitting': np.float32(0.6541449), 'Hop': np.float32(0.6739087), 'Kneel': np.float32(0.66282016), 'Pick up object': np.float32(0.66974336), 'Sit down': np.float32(0.66090006), 'Walk': np.float32(0.6727304)}
t=60 | pred=Hop | scores={'Fall backwards': np.float32(0.6594332), 'Fall forward': np.float32(0.6581624), 'Fall left': np.float32(0.66118485), 'Fall right': np.float32(0.65771896), 'Fall sitting': np.float32(0.65421075), 'Hop': np.float32(0.6749289), 'Kneel': np.float32(0.6635869), 'Pick up object': np.float32(0.6701261), 'Sit down': np.float32(0.661196), 'Walk': np.float32(0.6734114)}
t=65 | pred=Hop | scores={'Fall backwards': np.float32(0.6598553), 'Fall forward': np.float32(0.65883106), 'Fall left': np.float32(0.66157365), 'Fall right': np.float32(0.6582871), 'Fall sitting': np.float32(0.6547695), 'Hop': np.float32(0.674965), 'Kneel': np.float32(0.66459113), 'Pick up object': np.float32(0.67062014), 'Sit down': np.float32(0.66199696), 'Walk': np.float32(0.673267)}
