Ground Truth: Hop

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.65324426), 'Fall forward': np.float32(0.6557704), 'Fall left': np.float32(0.6561666), 'Fall right': np.float32(0.6518029), 'Fall sitting': np.float32(0.6412513), 'Hop': np.float32(0.65982765), 'Kneel': np.float32(0.6562961), 'Pick up object': np.float32(0.6555573), 'Sit down': np.float32(0.64898443), 'Walk': np.float32(0.6606751)}
t=20 | pred=Walk | scores={'Fall backwards': np.float32(0.65446025), 'Fall forward': np.float32(0.65796804), 'Fall left': np.float32(0.65752137), 'Fall right': np.float32(0.65338886), 'Fall sitting': np.float32(0.6425955), 'Hop': np.float32(0.66058826), 'Kneel': np.float32(0.6583064), 'Pick up object': np.float32(0.65628284), 'Sit down': np.float32(0.6498631), 'Walk': np.float32(0.6618664)}
t=25 | pred=Walk | scores={'Fall backwards': np.float32(0.65568745), 'Fall forward': np.float32(0.6596278), 'Fall left': np.float32(0.6586743), 'Fall right': np.float32(0.65462303), 'Fall sitting': np.float32(0.6433951), 'Hop': np.float32(0.66152483), 'Kneel': np.float32(0.6596592), 'Pick up object': np.float32(0.65741473), 'Sit down': np.float32(0.6509416), 'Walk': np.float32(0.66301316)}
t=30 | pred=Walk | scores={'Fall backwards': np.float32(0.65693665), 'Fall forward': np.float32(0.66063666), 'Fall left': np.float32(0.6597275), 'Fall right': np.float32(0.65571594), 'Fall sitting': np.float32(0.64453524), 'Hop': np.float32(0.66267586), 'Kneel': np.float32(0.6608433), 'Pick up object': np.float32(0.6588084), 'Sit down': np.float32(0.6523695), 'Walk': np.float32(0.6642405)}
t=35 | pred=Walk | scores={'Fall backwards': np.float32(0.65805525), 'Fall forward': np.float32(0.6612364), 'Fall left': np.float32(0.6605823), 'Fall right': np.float32(0.6568777), 'Fall sitting': np.float32(0.6454098), 'Hop': np.float32(0.6630006), 'Kneel': np.float32(0.6617456), 'Pick up object': np.float32(0.6596184), 'Sit down': np.float32(0.6532009), 'Walk': np.float32(0.66434866)}
t=40 | pred=Walk | scores={'Fall backwards': np.float32(0.66006833), 'Fall forward': np.float32(0.6629255), 'Fall left': np.float32(0.6624764), 'Fall right': np.float32(0.6590382), 'Fall sitting': np.float32(0.6467312), 'Hop': np.float32(0.66406184), 'Kneel': np.float32(0.66333437), 'Pick up object': np.float32(0.66099936), 'Sit down': np.float32(0.654241), 'Walk': np.float32(0.6652152)}
t=45 | pred=Walk | scores={'Fall backwards': np.float32(0.66068745), 'Fall forward': np.float32(0.66343355), 'Fall left': np.float32(0.66309226), 'Fall right': np.float32(0.65972686), 'Fall sitting': np.float32(0.6474643), 'Hop': np.float32(0.6639515), 'Kneel': np.float32(0.6637822), 'Pick up object': np.float32(0.66146165), 'Sit down': np.float32(0.65444905), 'Walk': np.float32(0.66498965)}
t=50 | pred=Walk | scores={'Fall backwards': np.float32(0.66137236), 'Fall forward': np.float32(0.66366994), 'Fall left': np.float32(0.66381335), 'Fall right': np.float32(0.6605289), 'Fall sitting': np.float32(0.64833015), 'Hop': np.float32(0.6642095), 'Kneel': np.float32(0.66412866), 'Pick up object': np.float32(0.66229206), 'Sit down': np.float32(0.6551396), 'Walk': np.float32(0.66511625)}
t=55 | pred=Walk | scores={'Fall backwards': np.float32(0.6621152), 'Fall forward': np.float32(0.66425425), 'Fall left': np.float32(0.6645838), 'Fall right': np.float32(0.6612905), 'Fall sitting': np.float32(0.6492203), 'Hop': np.float32(0.66442275), 'Kneel': np.float32(0.664328), 'Pick up object': np.float32(0.66319406), 'Sit down': np.float32(0.65600646), 'Walk': np.float32(0.6654559)}
t=60 | pred=Walk | scores={'Fall backwards': np.float32(0.66305023), 'Fall forward': np.float32(0.66493946), 'Fall left': np.float32(0.6655138), 'Fall right': np.float32(0.66222584), 'Fall sitting': np.float32(0.65006083), 'Hop': np.float32(0.66460925), 'Kneel': np.float32(0.66464895), 'Pick up object': np.float32(0.66393244), 'Sit down': np.float32(0.65683955), 'Walk': np.float32(0.6658173)}
t=65 | pred=Fall left | scores={'Fall backwards': np.float32(0.66392946), 'Fall forward': np.float32(0.665511), 'Fall left': np.float32(0.66639423), 'Fall right': np.float32(0.66309506), 'Fall sitting': np.float32(0.65104073), 'Hop': np.float32(0.6649765), 'Kneel': np.float32(0.6650832), 'Pick up object': np.float32(0.6645927), 'Sit down': np.float32(0.6579235), 'Walk': np.float32(0.66613156)}
t=70 | pred=Fall left | scores={'Fall backwards': np.float32(0.6645118), 'Fall forward': np.float32(0.66582716), 'Fall left': np.float32(0.6670108), 'Fall right': np.float32(0.6637638), 'Fall sitting': np.float32(0.6519115), 'Hop': np.float32(0.6649386), 'Kneel': np.float32(0.6654095), 'Pick up object': np.float32(0.6648451), 'Sit down': np.float32(0.65867096), 'Walk': np.float32(0.6659987)}
t=75 | pred=Fall left | scores={'Fall backwards': np.float32(0.6647107), 'Fall forward': np.float32(0.6658274), 'Fall left': np.float32(0.6672417), 'Fall right': np.float32(0.66402584), 'Fall sitting': np.float32(0.65249866), 'Hop': np.float32(0.66473764), 'Kneel': np.float32(0.66543055), 'Pick up object': np.float32(0.6649009), 'Sit down': np.float32(0.6591078), 'Walk': np.float32(0.6656239)}
t=80 | pred=Fall left | scores={'Fall backwards': np.float32(0.66539913), 'Fall forward': np.float32(0.66646177), 'Fall left': np.float32(0.6681453), 'Fall right': np.float32(0.6646189), 'Fall sitting': np.float32(0.6538838), 'Hop': np.float32(0.6649979), 'Kneel': np.float32(0.66608477), 'Pick up object': np.float32(0.6655754), 'Sit down': np.float32(0.66020936), 'Walk': np.float32(0.6657786)}
t=85 | pred=Fall left | scores={'Fall backwards': np.float32(0.6654792), 'Fall forward': np.float32(0.6663307), 'Fall left': np.float32(0.6685044), 'Fall right': np.float32(0.6647296), 'Fall sitting': np.float32(0.65481097), 'Hop': np.float32(0.66568553), 'Kneel': np.float32(0.666389), 'Pick up object': np.float32(0.6662548), 'Sit down': np.float32(0.66090053), 'Walk': np.float32(0.66617686)}
t=90 | pred=Fall left | scores={'Fall backwards': np.float32(0.66553694), 'Fall forward': np.float32(0.6664601), 'Fall left': np.float32(0.66887885), 'Fall right': np.float32(0.6647132), 'Fall sitting': np.float32(0.65570116), 'Hop': np.float32(0.6663534), 'Kneel': np.float32(0.66664803), 'Pick up object': np.float32(0.66675884), 'Sit down': np.float32(0.6614717), 'Walk': np.float32(0.6666471)}
t=95 | pred=Fall left | scores={'Fall backwards': np.float32(0.66547644), 'Fall forward': np.float32(0.6662154), 'Fall left': np.float32(0.66898763), 'Fall right': np.float32(0.6646206), 'Fall sitting': np.float32(0.65598804), 'Hop': np.float32(0.6668992), 'Kneel': np.float32(0.6666185), 'Pick up object': np.float32(0.6669832), 'Sit down': np.float32(0.6616795), 'Walk': np.float32(0.6670135)}
t=100 | pred=Fall left | scores={'Fall backwards': np.float32(0.66544247), 'Fall forward': np.float32(0.6659935), 'Fall left': np.float32(0.6691342), 'Fall right': np.float32(0.66458213), 'Fall sitting': np.float32(0.65617234), 'Hop': np.float32(0.667284), 'Kneel': np.float32(0.66648537), 'Pick up object': np.float32(0.6669537), 'Sit down': np.float32(0.6618762), 'Walk': np.float32(0.66728026)}
t=105 | pred=Fall left | scores={'Fall backwards': np.float32(0.6652854), 'Fall forward': np.float32(0.66574484), 'Fall left': np.float32(0.6691427), 'Fall right': np.float32(0.6643599), 'Fall sitting': np.float32(0.6563598), 'Hop': np.float32(0.6675606), 'Kneel': np.float32(0.666328), 'Pick up object': np.float32(0.66694915), 'Sit down': np.float32(0.66187775), 'Walk': np.float32(0.667495)}
t=110 | pred=Fall left | scores={'Fall backwards': np.float32(0.66583854), 'Fall forward': np.float32(0.6664428), 'Fall left': np.float32(0.66975456), 'Fall right': np.float32(0.66474587), 'Fall sitting': np.float32(0.65701735), 'Hop': np.float32(0.6685361), 'Kneel': np.float32(0.66688865), 'Pick up object': np.float32(0.6675413), 'Sit down': np.float32(0.662337), 'Walk': np.float32(0.6684195)}
t=115 | pred=Fall left | scores={'Fall backwards': np.float32(0.66631424), 'Fall forward': np.float32(0.6671204), 'Fall left': np.float32(0.67022914), 'Fall right': np.float32(0.6650365), 'Fall sitting': np.float32(0.6575257), 'Hop': np.float32(0.6693803), 'Kneel': np.float32(0.66739315), 'Pick up object': np.float32(0.6679889), 'Sit down': np.float32(0.66267), 'Walk': np.float32(0.66928554)}
t=120 | pred=Fall left | scores={'Fall backwards': np.float32(0.6665504), 'Fall forward': np.float32(0.6673165), 'Fall left': np.float32(0.6704634), 'Fall right': np.float32(0.665105), 'Fall sitting': np.float32(0.65763485), 'Hop': np.float32(0.6701195), 'Kneel': np.float32(0.6676023), 'Pick up object': np.float32(0.6682196), 'Sit down': np.float32(0.66286397), 'Walk': np.float32(0.6699447)}
t=125 | pred=Fall left | scores={'Fall backwards': np.float32(0.6665558), 'Fall forward': np.float32(0.6673903), 'Fall left': np.float32(0.6704509), 'Fall right': np.float32(0.66495264), 'Fall sitting': np.float32(0.65757054), 'Hop': np.float32(0.6704077), 'Kneel': np.float32(0.66759354), 'Pick up object': np.float32(0.6681746), 'Sit down': np.float32(0.6628455), 'Walk': np.float32(0.670249)}
t=130 | pred=Hop | scores={'Fall backwards': np.float32(0.6665902), 'Fall forward': np.float32(0.6674293), 'Fall left': np.float32(0.6704057), 'Fall right': np.float32(0.6647712), 'Fall sitting': np.float32(0.6574745), 'Hop': np.float32(0.67077684), 'Kneel': np.float32(0.6676277), 'Pick up object': np.float32(0.6680804), 'Sit down': np.float32(0.6628143), 'Walk': np.float32(0.67072886)}
t=135 | pred=Walk | scores={'Fall backwards': np.float32(0.66676515), 'Fall forward': np.float32(0.6675456), 'Fall left': np.float32(0.6704703), 'Fall right': np.float32(0.66477954), 'Fall sitting': np.float32(0.6574427), 'Hop': np.float32(0.6710913), 'Kneel': np.float32(0.6677198), 'Pick up object': np.float32(0.6681288), 'Sit down': np.float32(0.66287553), 'Walk': np.float32(0.671122)}
t=140 | pred=Walk | scores={'Fall backwards': np.float32(0.6671361), 'Fall forward': np.float32(0.6678416), 'Fall left': np.float32(0.6706518), 'Fall right': np.float32(0.66490173), 'Fall sitting': np.float32(0.65766716), 'Hop': np.float32(0.67149043), 'Kneel': np.float32(0.66800344), 'Pick up object': np.float32(0.66833127), 'Sit down': np.float32(0.66311646), 'Walk': np.float32(0.67168444)}
t=145 | pred=Walk | scores={'Fall backwards': np.float32(0.6677761), 'Fall forward': np.float32(0.6683806), 'Fall left': np.float32(0.671089), 'Fall right': np.float32(0.6654596), 'Fall sitting': np.float32(0.65800726), 'Hop': np.float32(0.6719418), 'Kneel': np.float32(0.6685676), 'Pick up object': np.float32(0.6686961), 'Sit down': np.float32(0.6636092), 'Walk': np.float32(0.67231905)}
t=150 | pred=Walk | scores={'Fall backwards': np.float32(0.66819113), 'Fall forward': np.float32(0.6686231), 'Fall left': np.float32(0.6712648), 'Fall right': np.float32(0.66576403), 'Fall sitting': np.float32(0.6580586), 'Hop': np.float32(0.6720923), 'Kneel': np.float32(0.66881806), 'Pick up object': np.float32(0.6687709), 'Sit down': np.float32(0.6637998), 'Walk': np.float32(0.6726754)}
t=155 | pred=Walk | scores={'Fall backwards': np.float32(0.66847175), 'Fall forward': np.float32(0.66877496), 'Fall left': np.float32(0.67136914), 'Fall right': np.float32(0.6660122), 'Fall sitting': np.float32(0.65808105), 'Hop': np.float32(0.6721712), 'Kneel': np.float32(0.668997), 'Pick up object': np.float32(0.6688135), 'Sit down': np.float32(0.66391665), 'Walk': np.float32(0.6728577)}
t=160 | pred=Walk | scores={'Fall backwards': np.float32(0.66859424), 'Fall forward': np.float32(0.6689105), 'Fall left': np.float32(0.67130935), 'Fall right': np.float32(0.666074), 'Fall sitting': np.float32(0.6579836), 'Hop': np.float32(0.6720632), 'Kneel': np.float32(0.6689957), 'Pick up object': np.float32(0.6686344), 'Sit down': np.float32(0.66381687), 'Walk': np.float32(0.6728966)}
