Ground Truth: Kneel

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6622775), 'Fall forward': np.float32(0.66141814), 'Fall left': np.float32(0.66264606), 'Fall right': np.float32(0.66081357), 'Fall sitting': np.float32(0.6472703), 'Hop': np.float32(0.6709843), 'Kneel': np.float32(0.6641348), 'Pick up object': np.float32(0.67038256), 'Sit down': np.float32(0.6591798), 'Walk': np.float32(0.67134637)}
t=20 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6641201), 'Fall forward': np.float32(0.6625055), 'Fall left': np.float32(0.66389227), 'Fall right': np.float32(0.66284794), 'Fall sitting': np.float32(0.64915997), 'Hop': np.float32(0.67075616), 'Kneel': np.float32(0.665563), 'Pick up object': np.float32(0.67169887), 'Sit down': np.float32(0.6608293), 'Walk': np.float32(0.67112535)}
t=25 | pred=Pick up object | scores={'Fall backwards': np.float32(0.66693354), 'Fall forward': np.float32(0.66481835), 'Fall left': np.float32(0.6667777), 'Fall right': np.float32(0.66581774), 'Fall sitting': np.float32(0.65207773), 'Hop': np.float32(0.6712078), 'Kneel': np.float32(0.6686747), 'Pick up object': np.float32(0.6732489), 'Sit down': np.float32(0.66417664), 'Walk': np.float32(0.67198193)}
t=30 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6694173), 'Fall forward': np.float32(0.6669986), 'Fall left': np.float32(0.66923153), 'Fall right': np.float32(0.66829723), 'Fall sitting': np.float32(0.65520376), 'Hop': np.float32(0.67077684), 'Kneel': np.float32(0.671458), 'Pick up object': np.float32(0.6743264), 'Sit down': np.float32(0.6668002), 'Walk': np.float32(0.6721172)}
t=35 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6709259), 'Fall forward': np.float32(0.6682488), 'Fall left': np.float32(0.67068446), 'Fall right': np.float32(0.669722), 'Fall sitting': np.float32(0.6573137), 'Hop': np.float32(0.67007583), 'Kneel': np.float32(0.6732679), 'Pick up object': np.float32(0.67478627), 'Sit down': np.float32(0.6684149), 'Walk': np.float32(0.67179596)}
t=40 | pred=Kneel | scores={'Fall backwards': np.float32(0.6712933), 'Fall forward': np.float32(0.6685795), 'Fall left': np.float32(0.67106235), 'Fall right': np.float32(0.67006224), 'Fall sitting': np.float32(0.6585338), 'Hop': np.float32(0.6687478), 'Kneel': np.float32(0.6742731), 'Pick up object': np.float32(0.67426825), 'Sit down': np.float32(0.66894996), 'Walk': np.float32(0.6706519)}
t=45 | pred=Kneel | scores={'Fall backwards': np.float32(0.67209613), 'Fall forward': np.float32(0.66946703), 'Fall left': np.float32(0.67183626), 'Fall right': np.float32(0.6707781), 'Fall sitting': np.float32(0.65962684), 'Hop': np.float32(0.6683851), 'Kneel': np.float32(0.67542565), 'Pick up object': np.float32(0.6742531), 'Sit down': np.float32(0.6695061), 'Walk': np.float32(0.67045766)}
t=50 | pred=Kneel | scores={'Fall backwards': np.float32(0.67248416), 'Fall forward': np.float32(0.6700036), 'Fall left': np.float32(0.67230695), 'Fall right': np.float32(0.6710074), 'Fall sitting': np.float32(0.66067386), 'Hop': np.float32(0.66792005), 'Kneel': np.float32(0.67642754), 'Pick up object': np.float32(0.67411906), 'Sit down': np.float32(0.66995007), 'Walk': np.float32(0.67007434)}
t=55 | pred=Kneel | scores={'Fall backwards': np.float32(0.67274946), 'Fall forward': np.float32(0.67021435), 'Fall left': np.float32(0.6725564), 'Fall right': np.float32(0.67120284), 'Fall sitting': np.float32(0.6612702), 'Hop': np.float32(0.6676156), 'Kneel': np.float32(0.67691904), 'Pick up object': np.float32(0.6740918), 'Sit down': np.float32(0.67023677), 'Walk': np.float32(0.6699091)}
t=60 | pred=Kneel | scores={'Fall backwards': np.float32(0.67303884), 'Fall forward': np.float32(0.6700735), 'Fall left': np.float32(0.6727733), 'Fall right': np.float32(0.67132664), 'Fall sitting': np.float32(0.6618478), 'Hop': np.float32(0.66698587), 'Kneel': np.float32(0.67722726), 'Pick up object': np.float32(0.6739664), 'Sit down': np.float32(0.6705186), 'Walk': np.float32(0.66938853)}
t=65 | pred=Kneel | scores={'Fall backwards': np.float32(0.67282933), 'Fall forward': np.float32(0.66964483), 'Fall left': np.float32(0.6725887), 'Fall right': np.float32(0.67107725), 'Fall sitting': np.float32(0.66219896), 'Hop': np.float32(0.6665248), 'Kneel': np.float32(0.67724884), 'Pick up object': np.float32(0.6738243), 'Sit down': np.float32(0.6705565), 'Walk': np.float32(0.6688282)}
