Ground Truth: Walk

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.664391), 'Fall forward': np.float32(0.66482586), 'Fall left': np.float32(0.6656009), 'Fall right': np.float32(0.6641651), 'Fall sitting': np.float32(0.6475927), 'Hop': np.float32(0.6662891), 'Kneel': np.float32(0.66517484), 'Pick up object': np.float32(0.66741914), 'Sit down': np.float32(0.6583127), 'Walk': np.float32(0.6705596)}
t=20 | pred=Walk | scores={'Fall backwards': np.float32(0.663357), 'Fall forward': np.float32(0.6639693), 'Fall left': np.float32(0.66470504), 'Fall right': np.float32(0.663372), 'Fall sitting': np.float32(0.6466172), 'Hop': np.float32(0.6661782), 'Kneel': np.float32(0.6644432), 'Pick up object': np.float32(0.6670084), 'Sit down': np.float32(0.6580785), 'Walk': np.float32(0.67014694)}
t=25 | pred=Walk | scores={'Fall backwards': np.float32(0.66327566), 'Fall forward': np.float32(0.66372204), 'Fall left': np.float32(0.6645795), 'Fall right': np.float32(0.66339695), 'Fall sitting': np.float32(0.64625746), 'Hop': np.float32(0.6662315), 'Kneel': np.float32(0.6643517), 'Pick up object': np.float32(0.66695166), 'Sit down': np.float32(0.65804946), 'Walk': np.float32(0.6701833)}
t=30 | pred=Walk | scores={'Fall backwards': np.float32(0.6637653), 'Fall forward': np.float32(0.6641412), 'Fall left': np.float32(0.6650008), 'Fall right': np.float32(0.663858), 'Fall sitting': np.float32(0.6465659), 'Hop': np.float32(0.6665932), 'Kneel': np.float32(0.6649299), 'Pick up object': np.float32(0.6672669), 'Sit down': np.float32(0.6583804), 'Walk': np.float32(0.67064166)}
t=35 | pred=Walk | scores={'Fall backwards': np.float32(0.66435), 'Fall forward': np.float32(0.66456246), 'Fall left': np.float32(0.6655994), 'Fall right': np.float32(0.66454977), 'Fall sitting': np.float32(0.64702296), 'Hop': np.float32(0.6670633), 'Kneel': np.float32(0.66558254), 'Pick up object': np.float32(0.66763693), 'Sit down': np.float32(0.6588632), 'Walk': np.float32(0.67099404)}
t=40 | pred=Walk | scores={'Fall backwards': np.float32(0.66466457), 'Fall forward': np.float32(0.66470593), 'Fall left': np.float32(0.6658296), 'Fall right': np.float32(0.6648761), 'Fall sitting': np.float32(0.6470858), 'Hop': np.float32(0.6671878), 'Kneel': np.float32(0.6658871), 'Pick up object': np.float32(0.6678101), 'Sit down': np.float32(0.6590179), 'Walk': np.float32(0.6709416)}
t=45 | pred=Walk | scores={'Fall backwards': np.float32(0.6655766), 'Fall forward': np.float32(0.6654481), 'Fall left': np.float32(0.666591), 'Fall right': np.float32(0.6658141), 'Fall sitting': np.float32(0.6477998), 'Hop': np.float32(0.66760087), 'Kneel': np.float32(0.66662776), 'Pick up object': np.float32(0.6684146), 'Sit down': np.float32(0.65958196), 'Walk': np.float32(0.671227)}
t=50 | pred=Walk | scores={'Fall backwards': np.float32(0.66615605), 'Fall forward': np.float32(0.665852), 'Fall left': np.float32(0.6670543), 'Fall right': np.float32(0.66641825), 'Fall sitting': np.float32(0.64819974), 'Hop': np.float32(0.66781414), 'Kneel': np.float32(0.6670049), 'Pick up object': np.float32(0.6687704), 'Sit down': np.float32(0.659827), 'Walk': np.float32(0.6713411)}
t=55 | pred=Walk | scores={'Fall backwards': np.float32(0.6666539), 'Fall forward': np.float32(0.66644496), 'Fall left': np.float32(0.66755164), 'Fall right': np.float32(0.6669939), 'Fall sitting': np.float32(0.64862573), 'Hop': np.float32(0.66818964), 'Kneel': np.float32(0.66747373), 'Pick up object': np.float32(0.6692286), 'Sit down': np.float32(0.6600287), 'Walk': np.float32(0.6715982)}
t=60 | pred=Walk | scores={'Fall backwards': np.float32(0.66704285), 'Fall forward': np.float32(0.6667266), 'Fall left': np.float32(0.6679909), 'Fall right': np.float32(0.6673766), 'Fall sitting': np.float32(0.6490334), 'Hop': np.float32(0.6686482), 'Kneel': np.float32(0.66779816), 'Pick up object': np.float32(0.6698981), 'Sit down': np.float32(0.66040105), 'Walk': np.float32(0.6718213)}
t=65 | pred=Walk | scores={'Fall backwards': np.float32(0.66711754), 'Fall forward': np.float32(0.66659284), 'Fall left': np.float32(0.6681255), 'Fall right': np.float32(0.6672925), 'Fall sitting': np.float32(0.6493744), 'Hop': np.float32(0.6691527), 'Kneel': np.float32(0.66778207), 'Pick up object': np.float32(0.6706651), 'Sit down': np.float32(0.66074795), 'Walk': np.float32(0.6720166)}
t=70 | pred=Walk | scores={'Fall backwards': np.float32(0.6671128), 'Fall forward': np.float32(0.66646653), 'Fall left': np.float32(0.66826016), 'Fall right': np.float32(0.66712016), 'Fall sitting': np.float32(0.6498101), 'Hop': np.float32(0.6696407), 'Kneel': np.float32(0.6677454), 'Pick up object': np.float32(0.67126787), 'Sit down': np.float32(0.6613207), 'Walk': np.float32(0.6723103)}
t=75 | pred=Walk | scores={'Fall backwards': np.float32(0.6674223), 'Fall forward': np.float32(0.6666485), 'Fall left': np.float32(0.6685388), 'Fall right': np.float32(0.6673256), 'Fall sitting': np.float32(0.65037227), 'Hop': np.float32(0.66986936), 'Kneel': np.float32(0.6679071), 'Pick up object': np.float32(0.6716332), 'Sit down': np.float32(0.6618169), 'Walk': np.float32(0.6725422)}
t=80 | pred=Walk | scores={'Fall backwards': np.float32(0.66752464), 'Fall forward': np.float32(0.66669166), 'Fall left': np.float32(0.6687154), 'Fall right': np.float32(0.66732633), 'Fall sitting': np.float32(0.65085006), 'Hop': np.float32(0.6700834), 'Kneel': np.float32(0.6680974), 'Pick up object': np.float32(0.6719228), 'Sit down': np.float32(0.6623379), 'Walk': np.float32(0.6726635)}
t=85 | pred=Walk | scores={'Fall backwards': np.float32(0.6678531), 'Fall forward': np.float32(0.6670529), 'Fall left': np.float32(0.6690926), 'Fall right': np.float32(0.66763246), 'Fall sitting': np.float32(0.6515893), 'Hop': np.float32(0.67020476), 'Kneel': np.float32(0.6686009), 'Pick up object': np.float32(0.6721689), 'Sit down': np.float32(0.6630203), 'Walk': np.float32(0.6727244)}
t=90 | pred=Walk | scores={'Fall backwards': np.float32(0.6681125), 'Fall forward': np.float32(0.6674289), 'Fall left': np.float32(0.6693271), 'Fall right': np.float32(0.6676311), 'Fall sitting': np.float32(0.65227395), 'Hop': np.float32(0.67044485), 'Kneel': np.float32(0.66904193), 'Pick up object': np.float32(0.67259014), 'Sit down': np.float32(0.6636503), 'Walk': np.float32(0.67291903)}
t=95 | pred=Walk | scores={'Fall backwards': np.float32(0.66808915), 'Fall forward': np.float32(0.66767806), 'Fall left': np.float32(0.6693927), 'Fall right': np.float32(0.6674244), 'Fall sitting': np.float32(0.6527808), 'Hop': np.float32(0.6708126), 'Kneel': np.float32(0.66936517), 'Pick up object': np.float32(0.6730025), 'Sit down': np.float32(0.66397893), 'Walk': np.float32(0.67320025)}
t=100 | pred=Walk | scores={'Fall backwards': np.float32(0.66795635), 'Fall forward': np.float32(0.6680402), 'Fall left': np.float32(0.6694524), 'Fall right': np.float32(0.6671536), 'Fall sitting': np.float32(0.65333205), 'Hop': np.float32(0.67128855), 'Kneel': np.float32(0.66977817), 'Pick up object': np.float32(0.6735103), 'Sit down': np.float32(0.6643517), 'Walk': np.float32(0.67359644)}
t=105 | pred=Walk | scores={'Fall backwards': np.float32(0.6678586), 'Fall forward': np.float32(0.66832477), 'Fall left': np.float32(0.66954035), 'Fall right': np.float32(0.66706944), 'Fall sitting': np.float32(0.6536675), 'Hop': np.float32(0.6717683), 'Kneel': np.float32(0.6701722), 'Pick up object': np.float32(0.6738744), 'Sit down': np.float32(0.66465837), 'Walk': np.float32(0.67398936)}
t=110 | pred=Walk | scores={'Fall backwards': np.float32(0.66741115), 'Fall forward': np.float32(0.6681701), 'Fall left': np.float32(0.66923165), 'Fall right': np.float32(0.66659945), 'Fall sitting': np.float32(0.65358484), 'Hop': np.float32(0.6718278), 'Kneel': np.float32(0.6701879), 'Pick up object': np.float32(0.6738464), 'Sit down': np.float32(0.664563), 'Walk': np.float32(0.6739817)}
t=115 | pred=Walk | scores={'Fall backwards': np.float32(0.6671569), 'Fall forward': np.float32(0.66835946), 'Fall left': np.float32(0.66921425), 'Fall right': np.float32(0.66635305), 'Fall sitting': np.float32(0.6539186), 'Hop': np.float32(0.67197573), 'Kneel': np.float32(0.670495), 'Pick up object': np.float32(0.674059), 'Sit down': np.float32(0.66472286), 'Walk': np.float32(0.674103)}
t=120 | pred=Walk | scores={'Fall backwards': np.float32(0.66711205), 'Fall forward': np.float32(0.668783), 'Fall left': np.float32(0.66934097), 'Fall right': np.float32(0.6663105), 'Fall sitting': np.float32(0.65433073), 'Hop': np.float32(0.67228913), 'Kneel': np.float32(0.6709056), 'Pick up object': np.float32(0.67431104), 'Sit down': np.float32(0.66494405), 'Walk': np.float32(0.67442614)}
