Ground Truth: Fall sitting

t=15 | pred=Hop | scores={'Fall backwards': np.float32(0.6381146), 'Fall forward': np.float32(0.63812554), 'Fall left': np.float32(0.63873917), 'Fall right': np.float32(0.63615435), 'Fall sitting': np.float32(0.6401976), 'Hop': np.float32(0.6455635), 'Kneel': np.float32(0.6448155), 'Pick up object': np.float32(0.64433193), 'Sit down': np.float32(0.6445366), 'Walk': np.float32(0.642943)}
t=20 | pred=Kneel | scores={'Fall backwards': np.float32(0.6424865), 'Fall forward': np.float32(0.64281976), 'Fall left': np.float32(0.6434674), 'Fall right': np.float32(0.6410099), 'Fall sitting': np.float32(0.64523655), 'Hop': np.float32(0.6488461), 'Kneel': np.float32(0.64930505), 'Pick up object': np.float32(0.6478935), 'Sit down': np.float32(0.6485252), 'Walk': np.float32(0.64724225)}
t=25 | pred=Kneel | scores={'Fall backwards': np.float32(0.64483386), 'Fall forward': np.float32(0.64495426), 'Fall left': np.float32(0.6456847), 'Fall right': np.float32(0.64360124), 'Fall sitting': np.float32(0.64871573), 'Hop': np.float32(0.6485563), 'Kneel': np.float32(0.6509137), 'Pick up object': np.float32(0.6491053), 'Sit down': np.float32(0.6502229), 'Walk': np.float32(0.64741635)}
t=30 | pred=Kneel | scores={'Fall backwards': np.float32(0.6472527), 'Fall forward': np.float32(0.6466135), 'Fall left': np.float32(0.6482952), 'Fall right': np.float32(0.6465798), 'Fall sitting': np.float32(0.6523864), 'Hop': np.float32(0.6489554), 'Kneel': np.float32(0.6527982), 'Pick up object': np.float32(0.6508452), 'Sit down': np.float32(0.6525241), 'Walk': np.float32(0.64790416)}
t=35 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6495035), 'Fall forward': np.float32(0.6485144), 'Fall left': np.float32(0.650772), 'Fall right': np.float32(0.6492323), 'Fall sitting': np.float32(0.65552), 'Hop': np.float32(0.64984906), 'Kneel': np.float32(0.65494716), 'Pick up object': np.float32(0.65288687), 'Sit down': np.float32(0.65487385), 'Walk': np.float32(0.6489654)}
t=40 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.651588), 'Fall forward': np.float32(0.65026987), 'Fall left': np.float32(0.6530817), 'Fall right': np.float32(0.651435), 'Fall sitting': np.float32(0.6578867), 'Hop': np.float32(0.6509923), 'Kneel': np.float32(0.65705585), 'Pick up object': np.float32(0.6549201), 'Sit down': np.float32(0.6569885), 'Walk': np.float32(0.6503074)}
t=45 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.65292805), 'Fall forward': np.float32(0.65129983), 'Fall left': np.float32(0.65466356), 'Fall right': np.float32(0.65283096), 'Fall sitting': np.float32(0.6594533), 'Hop': np.float32(0.6518465), 'Kneel': np.float32(0.65832454), 'Pick up object': np.float32(0.6562315), 'Sit down': np.float32(0.65834683), 'Walk': np.float32(0.6512413)}
t=50 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.65456986), 'Fall forward': np.float32(0.65233207), 'Fall left': np.float32(0.65634626), 'Fall right': np.float32(0.6544801), 'Fall sitting': np.float32(0.66138786), 'Hop': np.float32(0.6521227), 'Kneel': np.float32(0.6594682), 'Pick up object': np.float32(0.6573499), 'Sit down': np.float32(0.6599038), 'Walk': np.float32(0.65170324)}
t=55 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.65443003), 'Fall forward': np.float32(0.65180844), 'Fall left': np.float32(0.65631455), 'Fall right': np.float32(0.65439475), 'Fall sitting': np.float32(0.6621216), 'Hop': np.float32(0.6510769), 'Kneel': np.float32(0.6590803), 'Pick up object': np.float32(0.65695333), 'Sit down': np.float32(0.6600733), 'Walk': np.float32(0.6506864)}
t=60 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6537498), 'Fall forward': np.float32(0.6506769), 'Fall left': np.float32(0.655556), 'Fall right': np.float32(0.6535668), 'Fall sitting': np.float32(0.6621031), 'Hop': np.float32(0.6491711), 'Kneel': np.float32(0.6577952), 'Pick up object': np.float32(0.65573955), 'Sit down': np.float32(0.6593076), 'Walk': np.float32(0.6490598)}
t=65 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.65391266), 'Fall forward': np.float32(0.65085006), 'Fall left': np.float32(0.655661), 'Fall right': np.float32(0.6536098), 'Fall sitting': np.float32(0.6628072), 'Hop': np.float32(0.6486779), 'Kneel': np.float32(0.65763104), 'Pick up object': np.float32(0.6556452), 'Sit down': np.float32(0.65928996), 'Walk': np.float32(0.64882135)}
t=70 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.654219), 'Fall forward': np.float32(0.65126145), 'Fall left': np.float32(0.65604126), 'Fall right': np.float32(0.65378815), 'Fall sitting': np.float32(0.6639333), 'Hop': np.float32(0.64869666), 'Kneel': np.float32(0.65784246), 'Pick up object': np.float32(0.65592575), 'Sit down': np.float32(0.65943396), 'Walk': np.float32(0.64891887)}
t=75 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6539317), 'Fall forward': np.float32(0.6509364), 'Fall left': np.float32(0.65576845), 'Fall right': np.float32(0.6534348), 'Fall sitting': np.float32(0.6644756), 'Hop': np.float32(0.6481777), 'Kneel': np.float32(0.6573116), 'Pick up object': np.float32(0.655771), 'Sit down': np.float32(0.6587628), 'Walk': np.float32(0.6483081)}
t=80 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.65403676), 'Fall forward': np.float32(0.6512466), 'Fall left': np.float32(0.6559559), 'Fall right': np.float32(0.65362966), 'Fall sitting': np.float32(0.6651636), 'Hop': np.float32(0.6479041), 'Kneel': np.float32(0.6574084), 'Pick up object': np.float32(0.655829), 'Sit down': np.float32(0.6582614), 'Walk': np.float32(0.6480186)}
t=85 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.65345985), 'Fall forward': np.float32(0.65114355), 'Fall left': np.float32(0.65547186), 'Fall right': np.float32(0.65306866), 'Fall sitting': np.float32(0.66551906), 'Hop': np.float32(0.64751875), 'Kneel': np.float32(0.6569614), 'Pick up object': np.float32(0.65544975), 'Sit down': np.float32(0.6572882), 'Walk': np.float32(0.64758056)}
t=90 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6523787), 'Fall forward': np.float32(0.6507858), 'Fall left': np.float32(0.65455776), 'Fall right': np.float32(0.65196115), 'Fall sitting': np.float32(0.6657066), 'Hop': np.float32(0.6470413), 'Kneel': np.float32(0.6561641), 'Pick up object': np.float32(0.6547651), 'Sit down': np.float32(0.6559388), 'Walk': np.float32(0.6470634)}
t=95 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.651244), 'Fall forward': np.float32(0.6503481), 'Fall left': np.float32(0.6536029), 'Fall right': np.float32(0.65088254), 'Fall sitting': np.float32(0.6660614), 'Hop': np.float32(0.6463335), 'Kneel': np.float32(0.65527457), 'Pick up object': np.float32(0.65393585), 'Sit down': np.float32(0.6546909), 'Walk': np.float32(0.6463995)}
t=100 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6506884), 'Fall forward': np.float32(0.6504639), 'Fall left': np.float32(0.65323174), 'Fall right': np.float32(0.65030044), 'Fall sitting': np.float32(0.66664934), 'Hop': np.float32(0.6461423), 'Kneel': np.float32(0.65483916), 'Pick up object': np.float32(0.65368134), 'Sit down': np.float32(0.65413547), 'Walk': np.float32(0.64628625)}
t=105 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6501781), 'Fall forward': np.float32(0.6505125), 'Fall left': np.float32(0.6529088), 'Fall right': np.float32(0.64972204), 'Fall sitting': np.float32(0.66694), 'Hop': np.float32(0.6462654), 'Kneel': np.float32(0.65448385), 'Pick up object': np.float32(0.65362704), 'Sit down': np.float32(0.65384233), 'Walk': np.float32(0.6463919)}
t=110 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6489629), 'Fall forward': np.float32(0.6499804), 'Fall left': np.float32(0.6518694), 'Fall right': np.float32(0.6484699), 'Fall sitting': np.float32(0.6667423), 'Hop': np.float32(0.64548546), 'Kneel': np.float32(0.6534016), 'Pick up object': np.float32(0.65278834), 'Sit down': np.float32(0.65260845), 'Walk': np.float32(0.6456486)}
t=115 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64790815), 'Fall forward': np.float32(0.64962685), 'Fall left': np.float32(0.6509293), 'Fall right': np.float32(0.6473259), 'Fall sitting': np.float32(0.6666718), 'Hop': np.float32(0.64487475), 'Kneel': np.float32(0.6524729), 'Pick up object': np.float32(0.652091), 'Sit down': np.float32(0.6516008), 'Walk': np.float32(0.6451155)}
t=120 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6470858), 'Fall forward': np.float32(0.64940727), 'Fall left': np.float32(0.65019625), 'Fall right': np.float32(0.6464155), 'Fall sitting': np.float32(0.66670364), 'Hop': np.float32(0.6444599), 'Kneel': np.float32(0.6517249), 'Pick up object': np.float32(0.6514914), 'Sit down': np.float32(0.65074795), 'Walk': np.float32(0.6447704)}
t=125 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6459635), 'Fall forward': np.float32(0.6486647), 'Fall left': np.float32(0.6490994), 'Fall right': np.float32(0.6452094), 'Fall sitting': np.float32(0.66620654), 'Hop': np.float32(0.6436744), 'Kneel': np.float32(0.650638), 'Pick up object': np.float32(0.6506082), 'Sit down': np.float32(0.64957076), 'Walk': np.float32(0.643948)}
t=130 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64452386), 'Fall forward': np.float32(0.64769846), 'Fall left': np.float32(0.64768463), 'Fall right': np.float32(0.6436918), 'Fall sitting': np.float32(0.665465), 'Hop': np.float32(0.6426127), 'Kneel': np.float32(0.6492393), 'Pick up object': np.float32(0.64943856), 'Sit down': np.float32(0.64809585), 'Walk': np.float32(0.64284927)}
t=135 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6434567), 'Fall forward': np.float32(0.6469777), 'Fall left': np.float32(0.6465908), 'Fall right': np.float32(0.64252627), 'Fall sitting': np.float32(0.66484684), 'Hop': np.float32(0.64180386), 'Kneel': np.float32(0.64810497), 'Pick up object': np.float32(0.64852786), 'Sit down': np.float32(0.6469766), 'Walk': np.float32(0.64201134)}
t=140 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6420525), 'Fall forward': np.float32(0.6459997), 'Fall left': np.float32(0.64518046), 'Fall right': np.float32(0.6410637), 'Fall sitting': np.float32(0.66403866), 'Hop': np.float32(0.64066845), 'Kneel': np.float32(0.64663476), 'Pick up object': np.float32(0.64730483), 'Sit down': np.float32(0.6455169), 'Walk': np.float32(0.6408648)}
t=145 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.64089423), 'Fall forward': np.float32(0.64515144), 'Fall left': np.float32(0.6440214), 'Fall right': np.float32(0.63987434), 'Fall sitting': np.float32(0.6632944), 'Hop': np.float32(0.6397284), 'Kneel': np.float32(0.64544165), 'Pick up object': np.float32(0.6462982), 'Sit down': np.float32(0.64437807), 'Walk': np.float32(0.6399396)}
t=150 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.6396477), 'Fall forward': np.float32(0.6442849), 'Fall left': np.float32(0.6427497), 'Fall right': np.float32(0.6385427), 'Fall sitting': np.float32(0.6624996), 'Hop': np.float32(0.63877815), 'Kneel': np.float32(0.64417505), 'Pick up object': np.float32(0.64520395), 'Sit down': np.float32(0.6431345), 'Walk': np.float32(0.63901025)}
t=155 | pred=Fall sitting | scores={'Fall backwards': np.float32(0.63868546), 'Fall forward': np.float32(0.6435845), 'Fall left': np.float32(0.6417527), 'Fall right': np.float32(0.63748294), 'Fall sitting': np.float32(0.66179913), 'Hop': np.float32(0.6380195), 'Kneel': np.float32(0.64317626), 'Pick up object': np.float32(0.64434135), 'Sit down': np.float32(0.64217246), 'Walk': np.float32(0.638268)}
