Ground Truth: Walk

t=15 | pred=Walk | scores={'Fall backwards': np.float32(0.6689399), 'Fall forward': np.float32(0.66217315), 'Fall left': np.float32(0.6675568), 'Fall right': np.float32(0.6669308), 'Fall sitting': np.float32(0.6510157), 'Hop': np.float32(0.674144), 'Kneel': np.float32(0.66661215), 'Pick up object': np.float32(0.6715091), 'Sit down': np.float32(0.6642807), 'Walk': np.float32(0.67573)}
t=20 | pred=Walk | scores={'Fall backwards': np.float32(0.66998655), 'Fall forward': np.float32(0.6631563), 'Fall left': np.float32(0.6682682), 'Fall right': np.float32(0.6677837), 'Fall sitting': np.float32(0.65227693), 'Hop': np.float32(0.673733), 'Kneel': np.float32(0.667332), 'Pick up object': np.float32(0.67323244), 'Sit down': np.float32(0.6652218), 'Walk': np.float32(0.67548263)}
t=25 | pred=Walk | scores={'Fall backwards': np.float32(0.6711096), 'Fall forward': np.float32(0.6648495), 'Fall left': np.float32(0.6695961), 'Fall right': np.float32(0.66896576), 'Fall sitting': np.float32(0.654831), 'Hop': np.float32(0.6738834), 'Kneel': np.float32(0.6685311), 'Pick up object': np.float32(0.6748939), 'Sit down': np.float32(0.6669145), 'Walk': np.float32(0.6757726)}
t=30 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67086923), 'Fall forward': np.float32(0.6646183), 'Fall left': np.float32(0.66949993), 'Fall right': np.float32(0.6687481), 'Fall sitting': np.float32(0.65523493), 'Hop': np.float32(0.67216456), 'Kneel': np.float32(0.668327), 'Pick up object': np.float32(0.67459977), 'Sit down': np.float32(0.6669309), 'Walk': np.float32(0.67444986)}
t=35 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6713693), 'Fall forward': np.float32(0.6648306), 'Fall left': np.float32(0.67031455), 'Fall right': np.float32(0.6694385), 'Fall sitting': np.float32(0.6560235), 'Hop': np.float32(0.6717963), 'Kneel': np.float32(0.66904575), 'Pick up object': np.float32(0.67461914), 'Sit down': np.float32(0.66785187), 'Walk': np.float32(0.67399424)}
t=40 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6714031), 'Fall forward': np.float32(0.66467214), 'Fall left': np.float32(0.6708323), 'Fall right': np.float32(0.6695749), 'Fall sitting': np.float32(0.65689784), 'Hop': np.float32(0.6714795), 'Kneel': np.float32(0.6695734), 'Pick up object': np.float32(0.67485124), 'Sit down': np.float32(0.66912764), 'Walk': np.float32(0.6735241)}
t=45 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67164904), 'Fall forward': np.float32(0.6645453), 'Fall left': np.float32(0.6714274), 'Fall right': np.float32(0.6698597), 'Fall sitting': np.float32(0.65758127), 'Hop': np.float32(0.6715596), 'Kneel': np.float32(0.6703158), 'Pick up object': np.float32(0.6750808), 'Sit down': np.float32(0.6702951), 'Walk': np.float32(0.6735496)}
t=50 | pred=Pick up object | scores={'Fall backwards': np.float32(0.6706525), 'Fall forward': np.float32(0.66333354), 'Fall left': np.float32(0.6709106), 'Fall right': np.float32(0.6689979), 'Fall sitting': np.float32(0.6568507), 'Hop': np.float32(0.6702983), 'Kneel': np.float32(0.6700596), 'Pick up object': np.float32(0.6739643), 'Sit down': np.float32(0.6706317), 'Walk': np.float32(0.6723598)}
t=55 | pred=Pick up object | scores={'Fall backwards': np.float32(0.670936), 'Fall forward': np.float32(0.6635516), 'Fall left': np.float32(0.6712934), 'Fall right': np.float32(0.6691609), 'Fall sitting': np.float32(0.65707576), 'Hop': np.float32(0.66987145), 'Kneel': np.float32(0.67095065), 'Pick up object': np.float32(0.6737492), 'Sit down': np.float32(0.671713), 'Walk': np.float32(0.671935)}
t=60 | pred=Pick up object | scores={'Fall backwards': np.float32(0.67020714), 'Fall forward': np.float32(0.6627791), 'Fall left': np.float32(0.6707051), 'Fall right': np.float32(0.66834605), 'Fall sitting': np.float32(0.65703464), 'Hop': np.float32(0.6685086), 'Kneel': np.float32(0.6709198), 'Pick up object': np.float32(0.6725428), 'Sit down': np.float32(0.6718484), 'Walk': np.float32(0.6704422)}
t=65 | pred=Sit down | scores={'Fall backwards': np.float32(0.6700749), 'Fall forward': np.float32(0.6626253), 'Fall left': np.float32(0.6707103), 'Fall right': np.float32(0.66808707), 'Fall sitting': np.float32(0.6573909), 'Hop': np.float32(0.6680335), 'Kneel': np.float32(0.6712433), 'Pick up object': np.float32(0.6721237), 'Sit down': np.float32(0.67249733), 'Walk': np.float32(0.67009366)}
t=70 | pred=Sit down | scores={'Fall backwards': np.float32(0.6706998), 'Fall forward': np.float32(0.6631898), 'Fall left': np.float32(0.67131084), 'Fall right': np.float32(0.66858697), 'Fall sitting': np.float32(0.65800303), 'Hop': np.float32(0.66821146), 'Kneel': np.float32(0.6721867), 'Pick up object': np.float32(0.6724019), 'Sit down': np.float32(0.6732112), 'Walk': np.float32(0.6704168)}
t=75 | pred=Sit down | scores={'Fall backwards': np.float32(0.67130864), 'Fall forward': np.float32(0.6638866), 'Fall left': np.float32(0.67188543), 'Fall right': np.float32(0.66909844), 'Fall sitting': np.float32(0.6585294), 'Hop': np.float32(0.6685183), 'Kneel': np.float32(0.67284507), 'Pick up object': np.float32(0.67265314), 'Sit down': np.float32(0.6736998), 'Walk': np.float32(0.67075014)}
t=80 | pred=Sit down | scores={'Fall backwards': np.float32(0.67236966), 'Fall forward': np.float32(0.664982), 'Fall left': np.float32(0.67282003), 'Fall right': np.float32(0.6700821), 'Fall sitting': np.float32(0.6595205), 'Hop': np.float32(0.6687591), 'Kneel': np.float32(0.6737896), 'Pick up object': np.float32(0.67291164), 'Sit down': np.float32(0.6743093), 'Walk': np.float32(0.67113984)}
t=85 | pred=Sit down | scores={'Fall backwards': np.float32(0.6733153), 'Fall forward': np.float32(0.6661726), 'Fall left': np.float32(0.673773), 'Fall right': np.float32(0.6709591), 'Fall sitting': np.float32(0.66068023), 'Hop': np.float32(0.66931945), 'Kneel': np.float32(0.6748236), 'Pick up object': np.float32(0.6734963), 'Sit down': np.float32(0.67511123), 'Walk': np.float32(0.6716815)}
t=90 | pred=Sit down | scores={'Fall backwards': np.float32(0.6737701), 'Fall forward': np.float32(0.6670787), 'Fall left': np.float32(0.67431974), 'Fall right': np.float32(0.6713737), 'Fall sitting': np.float32(0.66162896), 'Hop': np.float32(0.66955036), 'Kneel': np.float32(0.67547774), 'Pick up object': np.float32(0.67384875), 'Sit down': np.float32(0.67552006), 'Walk': np.float32(0.67197996)}
t=95 | pred=Kneel | scores={'Fall backwards': np.float32(0.6745679), 'Fall forward': np.float32(0.6688201), 'Fall left': np.float32(0.67530763), 'Fall right': np.float32(0.6721208), 'Fall sitting': np.float32(0.66308165), 'Hop': np.float32(0.6707402), 'Kneel': np.float32(0.6766795), 'Pick up object': np.float32(0.6749329), 'Sit down': np.float32(0.676169), 'Walk': np.float32(0.67314774)}
t=100 | pred=Kneel | scores={'Fall backwards': np.float32(0.67457783), 'Fall forward': np.float32(0.66972643), 'Fall left': np.float32(0.6755598), 'Fall right': np.float32(0.67209023), 'Fall sitting': np.float32(0.66394275), 'Hop': np.float32(0.67188627), 'Kneel': np.float32(0.6773445), 'Pick up object': np.float32(0.675702), 'Sit down': np.float32(0.6763587), 'Walk': np.float32(0.674273)}
t=105 | pred=Kneel | scores={'Fall backwards': np.float32(0.6740903), 'Fall forward': np.float32(0.67000467), 'Fall left': np.float32(0.6752386), 'Fall right': np.float32(0.67148924), 'Fall sitting': np.float32(0.6642378), 'Hop': np.float32(0.67256063), 'Kneel': np.float32(0.67732525), 'Pick up object': np.float32(0.67605394), 'Sit down': np.float32(0.6758891), 'Walk': np.float32(0.675063)}
t=110 | pred=Kneel | scores={'Fall backwards': np.float32(0.67344415), 'Fall forward': np.float32(0.66991985), 'Fall left': np.float32(0.6747187), 'Fall right': np.float32(0.6706978), 'Fall sitting': np.float32(0.6643958), 'Hop': np.float32(0.6727805), 'Kneel': np.float32(0.67685527), 'Pick up object': np.float32(0.67613643), 'Sit down': np.float32(0.67522717), 'Walk': np.float32(0.67545474)}
